Character(character=',', codepoint='U+002c', name='COMMA')
Character(character='ῗ', codepoint='U+1fd7', name='GREEK SMALL LETTER IOTA WITH DIALYTIKA AND PERISPOMENI')
Character(character='Ῐ', codepoint='U+1fd8', name='GREEK CAPITAL LETTER IOTA WITH VRACHY')
Character(character='Ῑ', codepoint='U+1fd9', name='GREEK CAPITAL LETTER IOTA WITH MACRON')
Character(character='Ὶ', codepoint='U+1fda', name='GREEK CAPITAL LETTER IOTA WITH VARIA')
Character(character='Ί', codepoint='U+1fdb', name='GREEK CAPITAL LETTER IOTA WITH OXIA')
Character(character='῝', codepoint='U+1fdd', name='GREEK DASIA AND VARIA')
Character(character='῞', codepoint='U+1fde', name='GREEK DASIA AND OXIA')
Character(character='῟', codepoint='U+1fdf', name='GREEK DASIA AND PERISPOMENI')
Character(character='ῠ', codepoint='U+1fe0', name='GREEK SMALL LETTER UPSILON WITH VRACHY')
Character(character='ῡ', codepoint='U+1fe1', name='GREEK SMALL LETTER UPSILON WITH MACRON')
Character(character='ῢ', codepoint='U+1fe2', name='GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND VARIA')
Character(character='ΰ', codepoint='U+1fe3', name='GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND OXIA')
Character(character='ῤ', codepoint='U+1fe4', name='GREEK SMALL LETTER RHO WITH PSILI')
Character(character='ῥ', codepoint='U+1fe5', name='GREEK SMALL LETTER RHO WITH DASIA')
Character(character='ῦ', codepoint='U+1fe6', name='GREEK SMALL LETTER UPSILON WITH PERISPOMENI')
Character(character='ῧ', codepoint='U+1fe7', name='GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND PERISPOMENI')
Character(character='Ῠ', codepoint='U+1fe8', name='GREEK CAPITAL LETTER UPSILON WITH VRACHY')
Character(character='Ῡ', codepoint='U+1fe9', name='GREEK CAPITAL LETTER UPSILON WITH MACRON')
Character(character='Ὺ', codepoint='U+1fea', name='GREEK CAPITAL LETTER UPSILON WITH VARIA')
Character(character='Ύ', codepoint='U+1feb', name='GREEK CAPITAL LETTER UPSILON WITH OXIA')
Character(character='Ῥ', codepoint='U+1fec', name='GREEK CAPITAL LETTER RHO WITH DASIA')
Character(character='῭', codepoint='U+1fed', name='GREEK DIALYTIKA AND VARIA')
Character(character='΅', codepoint='U+1fee', name='GREEK DIALYTIKA AND OXIA')
Character(character='`', codepoint='U+1fef', name='GREEK VARIA')
Character(character='ῲ', codepoint='U+1ff2', name='GREEK SMALL LETTER OMEGA WITH VARIA AND YPOGEGRAMMENI')
Character(character='ῳ', codepoint='U+1ff3', name='GREEK SMALL LETTER OMEGA WITH YPOGEGRAMMENI')
Character(character='ῴ', codepoint='U+1ff4', name='GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI')
Character(character='ῶ', codepoint='U+1ff6', name='GREEK SMALL LETTER OMEGA WITH PERISPOMENI')
Character(character='ῷ', codepoint='U+1ff7', name='GREEK SMALL LETTER OMEGA WITH PERISPOMENI AND YPOGEGRAMMENI')
Character(character='Ὸ', codepoint='U+1ff8', name='GREEK CAPITAL LETTER OMICRON WITH VARIA')
Character(character='Ό', codepoint='U+1ff9', name='GREEK CAPITAL LETTER OMICRON WITH OXIA')
Character(character='Ὼ', codepoint='U+1ffa', name='GREEK CAPITAL LETTER OMEGA WITH VARIA')
Character(character='Ώ', codepoint='U+1ffb', name='GREEK CAPITAL LETTER OMEGA WITH OXIA')
Character(character='ῼ', codepoint='U+1ffc', name='GREEK CAPITAL LETTER OMEGA WITH PROSGEGRAMMENI')
Character(character='´', codepoint='U+1ffd', name='GREEK OXIA')
Character(character='῾', codepoint='U+1ffe', name='GREEK DASIA')
Character(character='Ꙗ', codepoint='U+a656', name='CYRILLIC CAPITAL LETTER IOTIFIED A')
Character(character='ꙗ', codepoint='U+a657', name='CYRILLIC SMALL LETTER IOTIFIED A')
